CustomColumn, Frame, TreatmentSensor, PER-X, PER-Y, LeftSector, RightSector, LeftFlagellumTip-X, LeftFlagellumTip-Y, RightFlagellumTip-X, RightFlagellumTip-Y, LeftFlagellumBase-X, LeftFlagellumBase-Y, RightFlagellumBase-X, RightFlagellumBase-Y, RotationAngle, AntennaSensorWidth, AntennaSensorHeight, AntennaSensorOffset-X, AntennaSensorOffset-Y, AntennaSensorScale-X, AntennaSensorScale-Y
Control-01,894,57,308,174,2,1,223,171,334,135,280,213,334,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,895,60,308,174,2,1,221,171,329,133,280,213,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,896,59,308,174,2,1,215,182,326,135,277,215,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,897,59,308,174,2,1,210,195,321,138,272,221,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,898,57,308,174,2,1,208,205,321,138,272,223,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,899,59,308,174,3,1,205,221,321,138,270,228,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,900,60,308,174,3,1,208,228,339,174,267,233,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,901,60,308,174,3,2,208,241,350,182,264,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,902,60,308,174,3,2,208,246,362,195,264,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,903,58,308,174,3,2,210,249,368,205,267,239,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,904,59,308,174,3,3,208,246,368,213,264,236,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,905,57,308,174,3,2,205,233,360,202,270,231,347,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,906,56,308,174,2,1,208,210,342,187,272,226,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,907,57,308,174,2,1,210,200,342,187,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,908,55,308,174,2,1,213,190,329,135,275,218,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,909,60,308,174,2,1,218,182,326,135,277,215,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,910,55,308,174,2,1,218,179,319,141,277,215,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,911,56,308,174,2,1,215,182,319,141,277,215,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,912,58,308,174,2,1,213,192,319,143,275,218,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,913,60,308,174,2,1,210,197,316,146,272,221,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,914,58,308,174,2,1,213,192,316,148,272,221,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,915,58,308,174,2,1,218,179,319,146,277,215,324,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,916,59,308,174,2,1,221,177,337,182,277,215,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,917,56,308,174,2,2,223,174,342,187,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,918,57,308,174,2,2,226,171,347,195,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,919,60,308,174,2,2,223,171,347,184,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,920,58,308,174,2,2,218,177,347,184,277,215,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,921,59,308,174,2,1,215,187,326,153,275,218,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,922,60,308,174,2,1,213,195,319,151,272,221,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,923,58,308,174,2,1,210,205,319,151,272,223,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,924,58,308,174,2,1,210,208,319,151,270,226,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,925,59,308,174,2,1,210,213,319,151,272,226,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,926,57,308,174,3,1,210,215,319,151,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,927,59,308,174,3,1,208,221,319,151,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,928,58,308,174,3,1,208,226,319,151,267,231,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,929,58,308,174,3,1,210,228,319,151,267,231,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,930,60,308,174,3,1,208,233,339,182,267,233,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,931,60,308,174,3,2,208,241,360,200,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,932,57,308,174,3,3,208,244,381,210,264,236,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,933,59,308,174,3,3,210,249,391,215,267,239,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,934,57,308,174,3,3,208,231,396,218,267,233,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,935,59,308,174,2,3,210,208,401,223,272,223,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,936,58,308,174,2,3,218,187,401,226,275,218,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,937,58,308,174,2,3,221,184,399,218,277,215,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,938,57,308,174,2,3,218,195,399,210,272,221,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,939,60,308,174,2,2,215,208,381,187,272,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,940,60,308,174,2,2,215,210,383,187,272,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,941,61,308,174,3,2,215,226,370,179,270,231,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,942,60,308,174,3,1,215,244,360,143,267,236,352,169,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,943,59,308,174,3,1,218,249,350,135,267,239,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,944,58,308,174,3,1,213,246,342,130,267,239,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,945,59,308,174,3,1,210,228,334,130,267,236,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,946,60,308,174,2,1,213,202,331,130,272,226,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,947,61,308,174,2,1,215,187,337,174,275,218,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,948,60,308,174,2,1,223,171,329,133,280,213,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,949,58,308,174,2,1,231,164,329,130,282,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,950,61,308,174,2,1,226,166,339,130,282,210,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,951,60,308,174,2,1,215,184,347,135,277,215,339,179,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,952,58,308,174,2,2,213,192,355,151,275,218,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,953,60,308,174,2,2,210,197,360,179,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,954,58,308,174,2,2,210,205,365,195,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,955,60,308,174,2,3,208,210,365,210,270,226,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,956,59,308,174,2,3,208,215,370,218,272,226,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,957,59,308,174,2,3,210,213,370,218,272,226,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,958,57,308,174,2,2,213,190,355,177,272,221,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,959,62,308,174,2,1,218,179,339,184,277,215,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,960,56,308,174,2,1,221,174,342,133,282,210,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,961,57,308,174,2,1,218,177,334,133,277,215,334,166,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,962,60,308,174,2,1,213,187,329,130,275,218,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,963,57,308,174,2,1,210,197,329,133,272,221,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,964,59,308,174,2,1,208,205,321,138,272,223,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,965,57,308,174,3,1,208,215,321,138,270,228,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,966,60,308,174,3,1,208,231,324,135,267,233,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,967,60,308,174,3,1,210,244,331,138,264,236,329,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,968,60,308,174,3,1,215,246,339,187,267,239,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,969,60,308,174,3,2,218,246,355,174,267,236,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,970,60,308,174,3,2,221,218,368,182,272,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,971,61,308,174,2,2,226,187,381,200,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,972,61,308,174,2,2,231,177,386,197,280,213,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,973,59,308,174,2,2,236,171,391,197,282,210,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,974,59,308,174,2,2,236,192,388,195,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,975,58,308,174,2,2,226,202,370,174,272,221,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,976,59,308,174,2,2,221,210,365,141,272,223,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,977,58,308,174,3,1,221,218,355,133,270,228,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,978,59,308,174,3,1,218,226,344,130,267,231,334,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,979,61,308,174,3,1,215,231,342,133,270,231,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,980,62,308,174,3,1,213,231,337,179,267,233,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,981,60,308,174,2,1,210,213,347,169,270,228,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,982,59,308,174,2,2,221,174,352,190,277,215,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,983,59,308,174,2,2,221,174,352,190,277,215,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,984,59,308,174,2,1,226,169,339,182,280,213,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,985,59,308,174,2,1,226,169,339,182,280,213,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,986,56,308,174,2,1,215,182,331,130,277,215,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,987,56,308,174,2,1,215,182,331,130,277,215,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,988,60,308,174,2,1,213,187,331,133,275,218,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,989,59,308,174,2,1,210,195,329,133,272,221,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,990,59,308,174,2,1,210,200,331,133,272,223,331,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,991,59,308,174,2,1,208,208,342,182,272,223,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,992,61,308,174,2,2,208,213,344,174,272,226,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,993,58,308,174,3,2,208,215,339,190,270,228,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,994,60,308,174,3,1,208,221,334,138,270,228,329,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,995,56,308,174,3,1,208,215,329,133,270,226,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,996,56,308,174,2,1,208,215,329,133,270,226,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,997,58,308,174,2,1,210,202,329,133,272,221,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,998,56,308,174,2,1,218,179,329,133,277,215,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,999,59,308,174,2,1,221,174,329,133,280,213,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1000,58,308,174,2,1,226,166,329,130,280,213,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1001,57,308,174,2,2,221,174,350,190,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1002,57,308,174,2,2,221,174,347,190,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1003,59,308,174,2,2,215,184,378,192,275,218,360,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1004,58,308,174,2,2,213,195,368,213,272,221,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1005,60,308,174,2,3,210,192,404,208,272,218,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1006,60,308,174,2,3,221,174,409,213,277,215,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1007,58,308,174,2,3,226,169,411,205,282,210,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1008,59,308,174,2,2,231,164,409,182,280,210,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1009,59,308,174,2,2,231,161,404,171,280,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1010,62,308,174,2,2,223,169,391,156,277,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1011,58,308,174,2,2,215,182,383,153,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1012,60,308,174,2,2,213,192,378,146,272,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1013,59,308,174,2,2,213,197,378,143,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1014,59,308,174,2,2,246,205,378,146,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1015,58,308,174,2,2,264,202,381,161,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1016,58,308,174,2,2,239,192,381,174,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1017,56,308,174,2,2,231,202,388,190,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1018,58,308,174,3,3,228,218,396,200,272,226,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1019,56,308,174,3,3,226,231,404,205,267,236,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1020,59,308,174,3,3,226,254,411,205,267,241,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1021,60,308,174,3,2,228,251,401,171,267,244,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1022,59,308,174,3,2,233,254,357,195,267,244,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1023,56,308,174,3,2,231,251,365,138,267,241,347,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1024,58,308,174,3,1,233,251,352,130,267,244,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1025,57,308,174,3,1,228,254,344,130,267,244,334,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1026,54,308,174,3,1,228,257,339,133,267,246,334,174,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1027,57,308,174,3,1,226,259,337,177,267,246,334,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1028,56,308,174,3,1,223,262,337,182,267,249,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1029,58,308,174,3,1,223,259,331,133,267,246,331,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1030,58,308,174,3,1,221,257,331,133,267,246,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1031,57,308,174,3,1,215,241,329,130,267,236,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1032,58,308,174,3,1,210,221,329,133,270,228,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1033,57,308,174,2,1,213,197,329,133,272,223,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1034,57,308,174,2,1,213,197,329,133,233,213,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1035,57,308,174,2,2,210,195,347,179,272,221,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1036,58,308,174,2,2,208,208,357,190,270,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1037,61,308,174,3,2,205,221,360,197,270,228,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1038,59,308,174,3,2,208,226,360,197,270,231,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1039,57,308,174,3,2,208,231,360,197,267,233,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1040,59,308,174,3,2,208,231,360,197,267,233,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1041,61,308,174,3,1,205,223,339,187,270,231,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1042,58,308,174,3,1,208,223,339,187,270,228,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1043,55,308,174,3,1,208,218,339,187,270,228,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1044,56,308,174,3,1,208,215,321,141,270,228,324,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1045,57,308,174,3,1,208,215,321,138,270,228,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1046,56,308,174,2,1,208,208,319,141,270,226,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1047,56,308,174,2,1,210,197,316,146,272,223,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1048,56,308,174,2,1,215,192,316,153,272,221,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1049,58,308,174,2,1,210,195,316,153,272,221,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1050,58,308,174,2,1,213,202,316,151,272,223,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1051,57,308,174,2,1,210,205,319,151,272,223,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1052,60,308,174,2,1,208,208,316,148,270,226,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1053,60,308,174,2,1,210,205,316,148,272,223,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1054,57,308,174,2,1,210,202,316,148,272,223,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1055,55,308,174,2,1,213,192,316,148,272,221,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1056,57,308,174,2,1,221,179,316,148,277,215,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1057,56,308,174,2,1,221,179,316,148,277,215,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1058,57,308,174,2,1,228,166,316,148,280,213,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1059,57,308,174,2,1,226,169,316,148,280,213,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1060,56,308,174,2,1,215,184,316,148,275,218,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1061,55,308,174,2,1,213,195,316,148,272,221,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1062,55,308,174,2,1,213,195,316,148,272,221,321,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1063,57,308,174,2,1,213,202,326,151,270,223,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1064,60,308,174,2,1,210,205,339,184,272,223,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1065,60,308,174,2,1,210,210,339,184,270,226,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1066,61,308,174,2,1,210,213,339,184,272,226,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1067,61,308,174,2,1,210,213,339,184,272,226,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1068,62,308,174,2,3,210,215,373,226,270,226,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1069,61,308,174,3,3,208,218,383,241,270,228,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1070,60,308,174,3,4,210,215,386,251,270,228,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1071,60,308,174,2,4,208,208,388,254,272,223,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1072,63,308,174,2,4,223,171,393,254,280,213,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1073,58,308,174,2,3,228,164,396,246,282,210,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1074,56,308,174,2,3,239,177,401,241,280,213,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1075,60,308,174,2,3,221,184,404,233,275,215,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1076,60,308,174,2,3,221,195,409,231,272,221,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1077,60,308,174,2,3,228,208,409,202,272,223,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1078,59,308,174,3,3,231,223,406,184,270,228,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1079,59,308,174,3,2,228,241,370,184,267,236,368,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1080,62,308,174,3,2,228,249,362,156,267,241,350,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1081,58,308,174,3,1,226,254,350,135,267,244,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1082,60,308,174,3,1,226,257,344,138,267,246,344,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1083,58,308,174,3,2,226,262,350,166,267,249,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1084,58,308,174,3,2,223,262,355,182,267,246,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1085,58,308,174,3,2,221,233,350,177,267,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1086,60,308,174,2,1,221,210,342,146,272,226,339,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1087,58,308,174,2,1,226,182,342,135,277,215,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1088,59,308,174,2,1,233,177,342,130,280,213,334,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1089,58,308,174,2,1,231,184,347,130,277,215,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1090,58,308,174,2,1,228,202,357,135,272,221,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1091,59,308,174,3,2,233,221,350,195,270,228,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1092,58,308,174,3,2,236,231,365,184,267,233,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1093,58,308,174,3,2,236,241,396,159,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1094,57,308,174,3,2,233,246,406,171,267,241,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1095,58,308,174,3,2,231,257,409,177,267,246,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1096,57,308,174,3,2,231,262,411,179,267,249,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1097,57,308,174,3,2,233,270,406,169,267,249,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1098,58,308,174,3,2,233,270,383,146,267,249,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1099,58,308,174,3,1,236,267,357,138,267,244,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1100,58,308,174,2,1,223,197,347,130,272,223,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1101,60,308,174,2,1,221,187,342,133,275,218,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1102,58,308,174,2,1,223,177,339,133,280,213,334,184,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1103,58,308,174,2,1,223,177,339,133,280,213,334,184,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1104,56,308,174,2,1,221,179,337,135,277,215,337,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1105,58,308,174,2,1,213,190,337,184,275,218,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1106,61,308,174,2,2,210,200,352,171,272,223,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1107,56,308,174,2,1,208,213,342,182,270,226,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1108,59,308,174,2,1,208,215,342,138,272,226,339,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1109,57,308,174,2,1,208,215,339,130,272,226,334,179,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1110,55,308,174,3,1,208,215,329,130,270,228,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1111,58,308,174,3,1,205,221,326,135,270,228,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1112,58,308,174,3,1,205,221,326,135,270,228,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1113,58,308,174,2,1,208,210,326,135,272,226,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1114,58,308,174,2,2,208,200,347,174,272,221,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1115,56,308,174,2,2,215,187,355,182,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1116,58,308,174,2,2,215,184,360,187,277,215,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1117,58,308,174,2,2,215,184,357,187,277,215,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1118,59,308,174,2,2,213,197,365,205,272,221,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1119,58,308,174,2,3,213,195,370,215,272,221,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,1120,58,308,174,2,3,213,195,370,215,272,221,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
